user_id,gender,age,register_date,city,member_level
u104801,M,31,2024-11-26,Chongqing,Silver
u104802,F,23,2023-08-17,Guangzhou,Silver
u104803,M,33,2024-02-12,Wuhan,None
u104804,F,44,2024-02-03,Hangzhou,Platinum
u104805,F,38,2023-07-22,Xi'an,Gold
u104806,M,44,2024-11-14,Chongqing,Silver
u104807,F,27,2024-08-15,Xi'an,Silver
u104808,M,30,2023-02-18,Beijing,None
u104809,F,23,2024-12-27,Hangzhou,None
u104810,M,26,2024-11-19,Guangzhou,None
u104811,F,24,2023-04-05,Chengdu,Gold
u104812,M,21,2023-04-28,Beijing,None
u104813,F,42,2024-09-01,Nanjing,Silver
u104814,F,18,2023-03-15,Hangzhou,Platinum
u104815,F,42,2023-02-06,Chongqing,Gold
u104816,F,41,2023-11-26,Chengdu,None
u104817,F,35,2024-03-01,Shanghai,Silver
u104818,F,23,2023-07-06,Wuhan,Silver
u104819,M,19,2024-01-19,Chengdu,None
u104820,M,27,2024-04-03,Shanghai,None
u104821,M,37,2023-11-05,Shenzhen,None
u104822,M,32,2024-03-01,Chongqing,Silver
u104823,M,23,2024-01-27,Wuhan,None
u104824,F,41,2023-11-27,Wuhan,None
u104825,M,45,2024-02-12,Guangzhou,None
u104826,F,30,2023-11-03,Chongqing,None
u104827,M,32,2023-03-12,Wuhan,Silver
u104828,M,19,2024-03-19,Chongqing,Gold
u104829,F,28,2023-05-29,Xi'an,Silver
u104830,F,36,2024-03-12,Shanghai,Gold
u104831,F,34,2023-09-19,Hangzhou,Silver
u104832,F,27,2024-10-13,Guangzhou,Silver
u104833,M,29,2023-12-23,Chengdu,Gold
u104834,F,28,2023-11-01,Shenzhen,None
u104835,M,29,2024-06-26,Wuhan,None
u104836,M,35,2023-06-04,Nanjing,Silver
u104837,M,18,2023-04-26,Nanjing,None
u104838,M,31,2024-12-21,Beijing,None
u104839,M,34,2024-09-18,Hangzhou,Gold
u104840,F,27,2023-02-20,Shanghai,Platinum
u104841,F,28,2023-03-13,Wuhan,None
u104842,M,28,2024-10-01,Hangzhou,None
u104843,M,28,2023-05-23,Xi'an,None
u104844,M,32,2023-06-16,Chongqing,None
u104845,M,33,2023-03-11,Beijing,Silver
u104846,F,18,2024-05-10,Wuhan,Gold
u104847,M,37,2024-06-03,Shanghai,None
u104848,F,29,2023-06-12,Nanjing,None
u104849,M,47,2024-07-28,Guangzhou,None
u104850,Unknown,22,2023-10-14,Nanjing,None
u104851,M,25,2023-08-22,Beijing,None
u104852,F,30,2024-12-30,Chongqing,Silver
u104853,M,35,2023-12-10,Xi'an,None
u104854,F,18,2023-09-10,Hangzhou,Gold
u104855,M,25,2024-12-06,Nanjing,Silver
u104856,M,36,2023-09-14,Xi'an,Gold
u104857,F,24,2024-05-20,Chongqing,Gold
u104858,F,42,2024-04-15,Beijing,None
u104859,F,28,2023-10-16,Wuhan,None
u104860,F,24,2024-09-11,Nanjing,None
u104861,F,36,2024-07-02,Shanghai,None
u104862,M,44,2024-05-19,Beijing,None
u104863,M,35,2024-06-06,Chongqing,Silver
u104864,M,42,2023-03-25,Beijing,Platinum
u104865,F,45,2024-12-30,Shenzhen,Silver
u104866,M,24,2024-07-12,Chengdu,Silver
u104867,M,39,2023-12-11,Nanjing,None
u104868,F,19,2024-01-14,Wuhan,None
u104869,F,35,2023-05-12,Shanghai,None
u104870,M,31,2023-07-30,Xi'an,Gold
u104871,M,41,2024-12-17,Nanjing,None
u104872,M,41,2024-08-17,Hangzhou,None
u104873,M,36,2023-03-18,Wuhan,None
u104874,M,34,2023-05-20,Shanghai,Platinum
u104875,F,36,2023-05-08,Beijing,None
u104876,F,32,2023-03-07,Chengdu,None
u104877,F,31,2024-10-24,Xi'an,Gold
u104878,M,43,2024-07-20,Nanjing,Silver
u104879,F,44,2023-05-27,Nanjing,Gold
u104880,M,30,2023-03-08,Xi'an,Platinum
u104881,M,33,2024-04-16,Chengdu,Gold
u104882,F,32,2023-05-31,Chengdu,Platinum
u104883,M,19,2023-01-04,Nanjing,Silver
u104884,M,29,2023-01-18,Hangzhou,None
u104885,F,44,2024-06-07,Chongqing,None
u104886,M,26,2023-09-13,Hangzhou,Silver
u104887,F,48,2024-05-23,Wuhan,None
u104888,M,41,2023-02-04,Shenzhen,None
u104889,F,35,2024-07-08,Shanghai,Silver
u104890,M,36,2024-08-12,Guangzhou,None
u104891,M,24,2024-05-21,Chongqing,None
u104892,F,29,2023-11-19,Shenzhen,Silver
u104893,M,43,2024-03-28,Chengdu,None
u104894,M,27,2023-12-25,Shanghai,Gold
u104895,M,40,2023-02-21,Wuhan,Platinum
u104896,M,20,2024-06-12,Chengdu,None
u104897,M,22,2024-12-23,Nanjing,None
u104898,M,47,2023-02-02,Xi'an,None
u104899,F,31,2023-11-24,Nanjing,Silver
u104900,M,27,2024-03-11,Shenzhen,None
u104901,F,42,2024-02-23,Guangzhou,Silver
u104902,M,41,2023-03-18,Wuhan,None
u104903,M,39,2024-08-02,Xi'an,None
u104904,F,27,2023-02-19,Chengdu,None
u104905,M,29,2024-03-17,Hangzhou,None
u104906,F,34,2024-10-31,Chongqing,None
u104907,M,37,2023-07-17,Chongqing,Gold
u104908,F,27,2024-04-07,Hangzhou,None
u104909,F,33,2024-01-12,Guangzhou,None
u104910,F,34,2024-06-29,Shenzhen,Silver
u104911,F,42,2024-03-11,Xi'an,Silver
u104912,F,38,2024-12-24,Hangzhou,None
u104913,M,19,2023-09-29,Chengdu,None
u104914,M,30,2024-07-29,Xi'an,None
u104915,F,24,2023-06-04,Wuhan,Silver
u104916,M,36,2023-11-17,Xi'an,Gold
u104917,M,39,2023-09-26,Xi'an,None
u104918,F,32,2024-07-05,Shenzhen,None
u104919,M,29,2023-06-09,Wuhan,Platinum
u104920,F,32,2023-11-19,Chongqing,None
u104921,F,33,2023-01-14,Xi'an,None
u104922,F,26,2024-01-11,Chengdu,None
u104923,F,22,2023-04-30,Shenzhen,None
u104924,M,18,2023-11-10,Chongqing,None
u104925,M,42,2023-12-14,Beijing,None
u104926,M,35,2023-02-15,Guangzhou,Silver
u104927,M,34,2023-12-12,Chongqing,Silver
u104928,F,42,2024-04-13,Shanghai,None
u104929,F,21,2024-01-17,Nanjing,None
u104930,M,18,2024-09-13,Shenzhen,None
u104931,M,35,2024-01-06,Xi'an,None
u104932,F,34,2024-04-03,Xi'an,None
u104933,M,18,2023-08-07,Shanghai,Silver
u104934,F,34,2023-05-01,Guangzhou,None
u104935,M,28,2023-10-16,Wuhan,None
u104936,F,25,2024-05-26,Chongqing,Silver
u104937,F,29,2024-07-11,Guangzhou,Platinum
u104938,F,18,2023-12-04,Shenzhen,None
u104939,F,27,2024-01-16,Guangzhou,None
u104940,M,26,2024-05-20,Shanghai,None
u104941,M,36,2024-07-19,Beijing,None
u104942,F,30,2024-01-23,Guangzhou,Silver
u104943,M,37,2024-07-19,Xi'an,Silver
u104944,F,18,2023-01-04,Wuhan,None
u104945,F,25,2024-08-14,Xi'an,Silver
u104946,F,36,2023-07-20,Chongqing,None
u104947,F,29,2023-07-21,Chengdu,None
u104948,F,38,2023-09-13,Chengdu,None
u104949,F,18,2023-07-18,Wuhan,None
u104950,M,37,2023-03-14,Chengdu,Gold
u104951,M,26,2024-11-18,Shenzhen,Platinum
u104952,M,26,2023-08-07,Xi'an,None
u104953,F,39,2024-03-08,Beijing,Silver
u104954,M,41,2024-02-11,Hangzhou,None
u104955,F,40,2023-04-03,Nanjing,Silver
u104956,M,48,2024-10-25,Hangzhou,Silver
u104957,F,42,2023-03-21,Chongqing,None
u104958,M,25,2023-07-27,Wuhan,Silver
u104959,F,33,2023-04-02,Wuhan,None
u104960,F,29,2024-06-15,Chengdu,Gold
u104961,M,48,2023-02-22,Shenzhen,None
u104962,M,40,2023-03-24,Nanjing,None
u104963,F,30,2023-03-15,Xi'an,Gold
u104964,F,39,2024-02-14,Shanghai,Silver
u104965,M,22,2024-03-19,Nanjing,Gold
u104966,F,34,2023-05-10,Hangzhou,Gold
u104967,F,24,2023-07-03,Guangzhou,None
u104968,F,18,2024-07-31,Shanghai,Silver
u104969,M,38,2024-10-26,Beijing,None
u104970,M,39,2023-12-31,Shanghai,None
u104971,F,35,2023-07-15,Chengdu,None
u104972,F,30,2023-01-15,Beijing,Silver
u104973,F,21,2023-07-29,Wuhan,Gold
u104974,M,22,2023-05-15,Shenzhen,Silver
u104975,M,24,2024-01-19,Guangzhou,None
u104976,M,30,2024-04-19,Chongqing,None
u104977,M,40,2024-08-16,Shanghai,Silver
u104978,M,40,2024-08-05,Beijing,None
u104979,M,18,2024-05-18,Wuhan,None
u104980,F,26,2024-04-21,Xi'an,None
u104981,M,26,2023-10-24,Guangzhou,Silver
u104982,F,18,2024-01-17,Guangzhou,None
u104983,F,36,2024-03-19,Xi'an,None
u104984,F,30,2024-11-14,Nanjing,None
u104985,M,31,2023-05-03,Xi'an,None
u104986,F,42,2023-10-16,Shanghai,Silver
u104987,F,32,2023-07-29,Nanjing,None
u104988,F,28,2024-05-08,Wuhan,Silver
u104989,F,36,2024-07-29,Shenzhen,None
u104990,F,40,2024-01-25,Chongqing,None
u104991,F,34,2023-03-04,Shenzhen,Silver
u104992,M,37,2024-02-13,Shanghai,None
u104993,F,30,2024-06-03,Shanghai,Silver
u104994,M,31,2023-09-02,Shenzhen,None
u104995,F,32,2023-06-14,Shenzhen,Silver
u104996,M,25,2023-04-03,Chengdu,Silver
u104997,M,27,2023-10-11,Chongqing,Silver
u104998,F,43,2024-12-11,Chongqing,Silver
u104999,F,48,2023-05-04,Chongqing,None
u105000,M,44,2024-07-20,Xi'an,Gold
u105001,M,21,2023-07-09,Xi'an,None
u105002,F,20,2024-10-16,Nanjing,None
u105003,M,22,2023-11-13,Hangzhou,Platinum
u105004,F,33,2024-08-31,Chongqing,Silver
u105005,M,18,2023-07-16,Chengdu,Silver
u105006,F,27,2023-10-12,Shenzhen,Silver
u105007,F,43,2024-08-15,Shanghai,None
u105008,M,39,2023-04-19,Shenzhen,Platinum
u105009,M,27,2023-07-28,Nanjing,None
u105010,M,28,2023-04-25,Beijing,None
u105011,F,36,2024-05-20,Guangzhou,None
u105012,F,39,2023-11-27,Shenzhen,None
u105013,F,27,2023-07-23,Nanjing,Silver
u105014,M,30,2024-12-13,Guangzhou,None
u105015,M,27,2024-10-28,Shenzhen,Silver
u105016,M,21,2023-11-11,Beijing,None
u105017,M,30,2023-09-22,Beijing,None
u105018,F,29,2023-10-16,Chongqing,None
u105019,F,21,2024-08-04,Guangzhou,None
u105020,F,37,2024-11-21,Nanjing,Silver
u105021,M,35,2024-04-25,Hangzhou,None
u105022,F,37,2024-11-10,Chengdu,None
u105023,F,25,2023-01-06,Wuhan,None
u105024,F,18,2024-10-05,Wuhan,None
u105025,F,35,2023-05-21,Shenzhen,Gold
u105026,M,26,2023-10-09,Chongqing,Silver
u105027,M,24,2023-10-17,Hangzhou,None
u105028,F,21,2023-07-24,Beijing,None
u105029,M,29,2024-11-23,Chongqing,None
u105030,M,44,2024-07-12,Chongqing,Silver
u105031,F,27,2023-11-28,Xi'an,None
u105032,F,23,2024-10-09,Chengdu,Silver
u105033,F,37,2024-02-07,Wuhan,Silver
u105034,M,33,2023-08-21,Chongqing,Silver
u105035,M,18,2024-12-14,Chongqing,Gold
u105036,F,37,2023-02-01,Beijing,None
u105037,F,49,2023-07-11,Shenzhen,None
u105038,F,18,2024-02-11,Shanghai,None
u105039,F,22,2024-08-25,Shanghai,None
u105040,F,18,2024-08-05,Shanghai,None
u105041,F,31,2023-10-25,Shanghai,None
u105042,M,39,2023-02-04,Wuhan,Silver
u105043,F,32,2023-08-08,Hangzhou,None
u105044,F,43,2024-12-11,Xi'an,Silver
u105045,F,38,2024-09-09,Shanghai,None
u105046,F,45,2023-11-28,Beijing,None
u105047,F,41,2023-02-21,Wuhan,None
u105048,M,28,2023-01-17,Chongqing,Silver
u105049,F,32,2023-01-09,Guangzhou,Platinum
u105050,M,25,2023-06-29,Guangzhou,None
u105051,F,30,2023-01-03,Wuhan,None
u105052,M,32,2023-10-05,Chengdu,Platinum
u105053,M,31,2024-11-24,Wuhan,None
u105054,M,42,2023-06-16,Shanghai,None
u105055,F,29,2023-09-08,Chongqing,Silver
u105056,M,24,2023-10-01,Xi'an,None
u105057,M,25,2024-08-15,Shanghai,Silver
u105058,F,37,2023-01-27,Xi'an,None
u105059,M,20,2023-04-28,Chongqing,Silver
u105060,F,30,2023-12-18,Hangzhou,Silver
u105061,F,42,2023-07-14,Chengdu,Silver
u105062,F,34,2024-10-14,Nanjing,None
u105063,M,31,2023-09-30,Nanjing,None
u105064,F,31,2023-11-13,Shenzhen,Platinum
u105065,M,23,2024-02-06,Nanjing,None
u105066,M,25,2024-06-12,Guangzhou,Silver
u105067,M,30,2024-11-26,Guangzhou,Silver
u105068,F,34,2023-02-17,Nanjing,Silver
u105069,M,39,2023-01-16,Beijing,None
u105070,F,32,2024-04-14,Wuhan,None
u105071,F,42,2024-12-05,Shanghai,None
u105072,F,44,2023-10-10,Beijing,None
u105073,M,38,2023-01-14,Hangzhou,None
u105074,F,41,2023-12-14,Shenzhen,None
u105075,F,24,2024-01-02,Nanjing,Silver
u105076,F,22,2023-08-16,Guangzhou,Gold
u105077,M,36,2024-09-19,Shanghai,None
u105078,F,21,2024-01-08,Shenzhen,Silver
u105079,M,29,2024-06-24,Shenzhen,Silver
u105080,M,38,2024-06-23,Shenzhen,None
u105081,M,43,2024-02-09,Guangzhou,None
u105082,F,29,2024-02-12,Nanjing,Silver
u105083,M,26,2024-07-11,Chengdu,None
u105084,M,34,2023-03-01,Shenzhen,None
u105085,F,23,2024-10-21,Chengdu,None
u105086,F,30,2023-02-21,Nanjing,Gold
u105087,M,31,2023-05-30,Shenzhen,None
u105088,F,31,2024-10-17,Chongqing,Silver
u105089,M,32,2024-10-22,Chengdu,None
u105090,M,25,2023-06-21,Hangzhou,Gold
u105091,M,26,2023-11-14,Hangzhou,None
u105092,F,26,2024-10-22,Nanjing,Platinum
u105093,M,19,2024-09-07,Chongqing,Silver
u105094,M,34,2024-05-03,Guangzhou,Silver
u105095,M,39,2024-10-12,Wuhan,Silver
u105096,F,38,2024-09-23,Chengdu,Silver
u105097,M,29,2024-07-02,Beijing,None
u105098,M,25,2024-11-14,Shenzhen,Silver
u105099,M,37,2023-05-04,Shenzhen,None
u105100,M,37,2023-10-05,Wuhan,None
u105101,F,33,2023-07-31,Chongqing,None
u105102,F,45,2024-12-06,Xi'an,None
u105103,M,31,2024-03-02,Guangzhou,None
u105104,M,29,2024-04-03,Chongqing,None
u105105,M,28,2024-06-16,Beijing,None
u105106,M,19,2024-10-18,Wuhan,None
u105107,M,37,2023-10-19,Xi'an,None
u105108,F,31,2023-05-22,Shenzhen,Silver
u105109,F,36,2024-11-07,Chengdu,None
u105110,F,46,2024-01-23,Shenzhen,Silver
u105111,F,28,2024-10-07,Shenzhen,None
u105112,F,18,2023-06-27,Guangzhou,None
u105113,F,35,2023-03-26,Chongqing,None
u105114,M,33,2023-07-24,Shenzhen,Silver
u105115,F,26,2024-07-03,Xi'an,None
u105116,M,35,2023-12-01,Nanjing,Silver
u105117,F,38,2024-01-24,Hangzhou,Silver
u105118,F,24,2023-06-15,Xi'an,None
u105119,M,29,2024-06-19,Shanghai,None
u105120,M,43,2024-06-13,Shenzhen,Silver
u105121,F,26,2024-11-02,Xi'an,Gold
u105122,M,32,2023-08-10,Wuhan,None
u105123,F,18,2024-09-05,Beijing,Silver
u105124,F,20,2023-11-24,Xi'an,None
u105125,F,33,2024-08-23,Chongqing,Gold
u105126,F,41,2024-10-31,Shanghai,Silver
u105127,M,21,2024-08-22,Beijing,None
u105128,M,32,2024-02-18,Shanghai,None
u105129,F,28,2023-05-13,Chongqing,None
u105130,F,39,2023-06-28,Hangzhou,None
u105131,F,22,2023-10-16,Shanghai,None
u105132,M,35,2024-09-18,Beijing,None
u105133,M,26,2023-12-15,Chengdu,None
u105134,F,33,2023-10-14,Shanghai,None
u105135,M,32,2023-12-30,Shenzhen,Gold
u105136,F,29,2023-03-24,Wuhan,None
u105137,M,35,2023-08-25,Chongqing,None
u105138,F,32,2024-03-13,Hangzhou,None
u105139,F,30,2023-08-27,Wuhan,None
u105140,F,29,2024-03-20,Chengdu,None
u105141,M,32,2023-03-07,Shanghai,None
u105142,F,33,2024-10-21,Beijing,None
u105143,F,24,2024-12-16,Wuhan,None
u105144,M,29,2023-04-24,Beijing,None
u105145,F,23,2023-07-08,Chongqing,Gold
u105146,F,31,2024-08-18,Xi'an,None
u105147,F,27,2023-10-03,Shenzhen,None
u105148,F,38,2024-09-03,Hangzhou,None
u105149,M,37,2023-10-29,Hangzhou,Silver
u105150,M,24,2024-12-10,Guangzhou,Silver
u105151,M,31,2024-06-29,Beijing,None
u105152,F,37,2024-08-13,Hangzhou,None
u105153,F,30,2024-10-04,Chongqing,None
u105154,F,26,2024-08-06,Chengdu,None
u105155,M,23,2024-10-12,Shenzhen,Silver
u105156,M,38,2024-11-16,Xi'an,Gold
u105157,F,39,2024-04-24,Shenzhen,None
u105158,M,30,2024-03-01,Beijing,None
u105159,M,38,2023-01-17,Chongqing,None
u105160,F,18,2023-02-16,Hangzhou,Silver
u105161,M,42,2023-01-30,Nanjing,None
u105162,M,30,2024-01-27,Beijing,None
u105163,M,33,2023-02-09,Xi'an,Silver
u105164,M,29,2024-12-11,Chongqing,None
u105165,Unknown,43,2024-10-29,Shanghai,None
u105166,M,23,2023-10-11,Nanjing,Silver
u105167,M,43,2023-02-28,Wuhan,None
u105168,M,35,2023-11-26,Wuhan,Silver
u105169,F,36,2024-12-26,Beijing,Platinum
u105170,M,29,2023-09-20,Chongqing,None
u105171,F,21,2023-11-20,Beijing,Platinum
u105172,M,39,2023-01-24,Chongqing,None
u105173,M,34,2023-12-20,Shenzhen,None
u105174,M,42,2023-02-23,Shanghai,Gold
u105175,F,30,2024-11-14,Chongqing,None
u105176,F,28,2023-11-01,Shenzhen,None
u105177,M,43,2023-11-15,Hangzhou,None
u105178,F,47,2024-12-21,Guangzhou,None
u105179,F,32,2023-02-14,Chongqing,Silver
u105180,M,25,2023-12-28,Guangzhou,None
u105181,F,38,2024-04-05,Beijing,Silver
u105182,M,29,2023-01-07,Chengdu,None
u105183,F,36,2023-09-16,Nanjing,Silver
u105184,F,29,2023-03-29,Hangzhou,None
u105185,F,44,2023-07-08,Shenzhen,None
u105186,F,26,2024-03-30,Hangzhou,None
u105187,M,35,2024-06-25,Guangzhou,Gold
u105188,F,28,2024-05-31,Guangzhou,Silver
u105189,M,29,2023-12-26,Nanjing,None
u105190,M,28,2024-01-04,Xi'an,None
u105191,F,37,2023-07-19,Beijing,Silver
u105192,F,39,2023-01-07,Shenzhen,None
u105193,F,36,2024-11-09,Chongqing,Gold
u105194,M,31,2024-01-21,Chengdu,None
u105195,F,33,2024-11-13,Shanghai,None
u105196,F,39,2024-01-31,Chongqing,Silver
u105197,M,39,2024-06-23,Guangzhou,Silver
u105198,M,18,2024-09-11,Chengdu,Silver
u105199,M,29,2023-05-27,Wuhan,None
u105200,M,30,2023-10-11,Guangzhou,None
u105201,Unknown,37,2023-04-09,Guangzhou,Silver
u105202,F,31,2024-08-10,Hangzhou,Gold
u105203,F,37,2024-08-26,Wuhan,None
u105204,F,23,2024-05-21,Beijing,Platinum
u105205,M,34,2024-04-18,Nanjing,Silver
u105206,F,39,2024-12-10,Nanjing,Silver
u105207,M,20,2023-05-27,Guangzhou,Silver
u105208,F,52,2024-07-29,Guangzhou,None
u105209,M,41,2024-05-17,Xi'an,None
u105210,F,32,2023-02-19,Chongqing,None
u105211,M,25,2024-06-05,Beijing,None
u105212,M,30,2023-08-13,Beijing,Silver
u105213,F,32,2023-03-23,Shanghai,None
u105214,M,35,2023-07-01,Hangzhou,Platinum
u105215,F,44,2024-06-05,Wuhan,None
u105216,M,28,2023-12-26,Chongqing,None
u105217,F,36,2023-08-23,Beijing,Gold
u105218,M,21,2023-11-22,Beijing,None
u105219,M,28,2024-04-11,Shanghai,None
u105220,M,35,2024-03-22,Nanjing,None
u105221,M,37,2024-06-29,Shenzhen,Platinum
u105222,M,25,2023-02-12,Beijing,Silver
u105223,M,28,2024-01-17,Wuhan,None
u105224,M,43,2023-05-13,Shenzhen,Platinum
u105225,M,41,2024-02-07,Nanjing,None
u105226,F,33,2024-09-16,Wuhan,None
u105227,F,18,2024-01-05,Beijing,Silver
u105228,M,52,2023-02-23,Shanghai,None
u105229,F,31,2024-10-15,Shanghai,Silver
u105230,F,29,2024-07-14,Chengdu,Silver
u105231,M,27,2023-06-08,Chengdu,None
u105232,F,35,2023-05-18,Hangzhou,None
u105233,M,35,2024-06-16,Shanghai,None
u105234,F,39,2023-09-11,Wuhan,None
u105235,M,24,2023-10-29,Beijing,None
u105236,F,29,2024-12-15,Xi'an,Silver
u105237,F,48,2024-09-10,Chengdu,None
u105238,M,33,2023-03-15,Chongqing,Gold
u105239,M,30,2024-06-15,Wuhan,Silver
u105240,F,24,2023-10-04,Wuhan,Platinum
u105241,M,36,2024-02-25,Shanghai,Silver
u105242,F,40,2023-02-26,Xi'an,None
u105243,F,38,2024-07-22,Hangzhou,None
u105244,F,29,2023-03-10,Guangzhou,None
u105245,F,34,2023-07-17,Beijing,Gold
u105246,F,45,2023-06-01,Xi'an,Silver
u105247,F,40,2024-12-20,Guangzhou,Silver
u105248,M,25,2023-07-07,Beijing,None
u105249,M,18,2024-10-24,Chengdu,Platinum
u105250,M,34,2023-02-16,Wuhan,None
u105251,F,38,2024-05-14,Nanjing,None
u105252,F,23,2024-12-20,Chengdu,None
u105253,M,31,2023-08-31,Shanghai,None
u105254,F,29,2023-06-29,Shanghai,Silver
u105255,F,32,2023-05-21,Guangzhou,Silver
u105256,M,27,2024-05-13,Hangzhou,None
u105257,F,42,2023-01-08,Shenzhen,Silver
u105258,M,33,2023-04-12,Xi'an,None
u105259,F,24,2023-06-09,Guangzhou,None
u105260,M,39,2024-04-14,Hangzhou,None
u105261,F,21,2024-10-18,Shenzhen,Silver
u105262,F,42,2023-01-05,Beijing,Silver
u105263,M,39,2024-01-14,Beijing,None
u105264,F,43,2024-01-16,Wuhan,Silver
u105265,F,30,2024-08-28,Guangzhou,None
u105266,M,28,2024-12-29,Shanghai,None
u105267,M,32,2024-11-14,Beijing,None
u105268,F,31,2024-10-11,Wuhan,None
u105269,M,26,2023-10-31,Xi'an,Gold
u105270,M,27,2023-06-05,Beijing,Gold
u105271,M,29,2023-10-27,Wuhan,None
u105272,M,22,2024-11-01,Beijing,None
u105273,F,37,2023-09-29,Chongqing,Platinum
u105274,M,31,2023-05-03,Shanghai,None
u105275,M,29,2024-05-25,Beijing,None
u105276,M,23,2023-10-06,Shanghai,Silver
u105277,M,22,2024-01-02,Shanghai,None
u105278,F,47,2024-06-16,Chengdu,Silver
u105279,M,26,2024-12-20,Chongqing,Silver
u105280,Unknown,36,2024-09-21,Guangzhou,Silver
u105281,F,33,2023-05-03,Beijing,None
u105282,M,18,2024-12-13,Chongqing,None
u105283,F,46,2024-01-21,Shanghai,Silver
u105284,M,37,2024-02-01,Shenzhen,None
u105285,F,25,2023-10-28,Nanjing,Gold
u105286,Unknown,31,2024-01-29,Beijing,None
u105287,M,22,2024-08-25,Chengdu,None
u105288,M,46,2024-08-15,Shanghai,None
u105289,F,24,2023-08-04,Wuhan,Platinum
u105290,M,27,2023-01-01,Shanghai,None
u105291,M,26,2023-05-24,Shenzhen,Silver
u105292,M,32,2023-09-07,Hangzhou,None
u105293,M,42,2023-06-20,Xi'an,None
u105294,F,46,2023-05-14,Chongqing,None
u105295,M,28,2023-03-17,Shenzhen,None
u105296,M,35,2024-04-24,Shenzhen,None
u105297,F,32,2024-09-15,Nanjing,None
u105298,M,24,2023-09-24,Beijing,Silver
u105299,M,51,2024-04-10,Chengdu,Silver
u105300,F,42,2024-03-25,Chengdu,None
u105301,M,33,2023-04-06,Beijing,None
u105302,F,44,2023-10-03,Hangzhou,None
u105303,F,41,2024-07-03,Xi'an,None
u105304,M,32,2023-11-08,Nanjing,Silver
u105305,F,34,2023-12-13,Shanghai,Silver
u105306,M,44,2023-09-24,Shenzhen,Gold
u105307,M,24,2023-10-01,Wuhan,Silver
u105308,F,45,2024-08-15,Beijing,None
u105309,F,30,2023-04-08,Hangzhou,None
u105310,M,44,2024-07-10,Guangzhou,None
u105311,F,31,2024-10-27,Guangzhou,None
u105312,F,34,2023-11-11,Beijing,None
u105313,F,31,2023-05-14,Wuhan,None
u105314,F,27,2024-07-08,Chengdu,None
u105315,M,29,2023-04-04,Beijing,None
u105316,M,43,2023-06-29,Chengdu,None
u105317,F,18,2023-09-13,Chengdu,Gold
u105318,M,22,2023-01-17,Xi'an,None
u105319,F,26,2024-09-20,Chongqing,Gold
u105320,M,23,2024-07-11,Guangzhou,None
u105321,M,44,2024-11-11,Xi'an,Silver
u105322,M,42,2023-05-21,Wuhan,Silver
u105323,Unknown,36,2024-01-25,Chongqing,None
u105324,M,26,2024-12-26,Shanghai,None
u105325,F,42,2024-11-20,Xi'an,None
u105326,M,19,2023-02-17,Chengdu,Gold
u105327,M,49,2024-09-02,Wuhan,None
u105328,M,26,2023-09-19,Wuhan,None
u105329,F,29,2024-07-23,Shenzhen,Platinum
u105330,M,28,2023-09-10,Beijing,Silver
u105331,M,23,2024-12-03,Xi'an,None
u105332,M,47,2024-05-27,Hangzhou,None
u105333,M,38,2023-06-05,Shanghai,None
u105334,F,41,2024-08-25,Shenzhen,None
u105335,F,22,2023-07-29,Chongqing,None
u105336,M,33,2023-11-20,Chengdu,Silver
u105337,F,36,2023-02-10,Hangzhou,None
u105338,F,34,2023-12-28,Chengdu,None
u105339,M,22,2024-01-07,Xi'an,None
u105340,F,40,2024-02-20,Chongqing,None
u105341,F,32,2024-09-26,Shanghai,Silver
u105342,M,24,2024-12-09,Guangzhou,None
u105343,M,18,2024-10-23,Chongqing,None
u105344,F,36,2024-01-12,Guangzhou,Silver
u105345,F,51,2023-11-09,Guangzhou,None
u105346,M,23,2023-10-05,Hangzhou,Platinum
u105347,M,33,2023-11-18,Wuhan,Gold
u105348,M,40,2024-07-08,Chengdu,Silver
u105349,F,21,2023-02-03,Hangzhou,None
u105350,F,28,2023-04-24,Beijing,Gold
u105351,Unknown,25,2023-01-02,Chongqing,Silver
u105352,M,39,2024-07-24,Guangzhou,Silver
u105353,F,42,2023-02-05,Shenzhen,None
u105354,F,33,2023-01-08,Nanjing,Silver
u105355,M,25,2023-06-10,Chengdu,Gold
u105356,M,28,2024-03-27,Beijing,None
u105357,F,26,2024-06-13,Guangzhou,None
u105358,F,24,2024-07-29,Shanghai,None
u105359,F,31,2024-07-26,Hangzhou,Silver
u105360,F,36,2023-03-24,Chengdu,Gold
u105361,M,35,2023-01-10,Guangzhou,None
u105362,F,31,2024-03-09,Shanghai,Platinum
u105363,F,32,2024-09-09,Beijing,None
u105364,F,31,2023-08-21,Shanghai,None
u105365,Unknown,21,2023-08-10,Chengdu,None
u105366,F,33,2024-07-04,Chengdu,None
u105367,M,27,2023-11-17,Xi'an,Silver
u105368,F,21,2024-10-06,Hangzhou,Silver
u105369,M,34,2023-10-09,Guangzhou,Platinum
u105370,M,27,2023-04-30,Chongqing,None
u105371,M,33,2023-03-04,Guangzhou,None
u105372,M,38,2024-11-16,Guangzhou,Silver
u105373,F,24,2024-06-26,Wuhan,Gold
u105374,F,32,2023-06-18,Xi'an,None
u105375,F,18,2024-10-13,Guangzhou,None
u105376,F,44,2023-09-30,Beijing,Silver
u105377,M,21,2024-10-19,Wuhan,None
u105378,F,27,2024-12-06,Chongqing,Gold
u105379,M,42,2024-01-04,Shanghai,Silver
u105380,M,30,2024-04-16,Nanjing,None
