order_id,user_id,order_date,order_status,pay_amount,order_month
o301011,u117531,2023-03-05,completed,2885.01,2023-03
o301012,u112178,2024-06-13,completed,9543.75,2024-06
o301013,u107595,2024-05-01,completed,7538.22,2024-05
o301014,u102207,2024-12-28,completed,2531.92,2024-12
o301015,u116836,2024-01-28,completed,5997.96,2024-01
o301016,u112014,2024-07-26,completed,2413.43,2024-07
o301017,u109605,2024-09-16,completed,2977.98,2024-09
o301018,u100640,2023-12-28,shipped,2041.2,2023-12
o301019,u102292,2023-11-14,completed,1168.38,2023-11
o301020,u101386,2023-12-25,completed,254.86,2023-12
o301021,u113582,2023-06-25,completed,1318.83,2023-06
o301022,u105990,2023-06-09,completed,1520.62,2023-06
o301023,u107019,2024-08-31,completed,7911.51,2024-08
o301024,u115360,2023-05-20,completed,381.22,2023-05
o301025,u101173,2023-09-12,completed,2281.81,2023-09
o301026,u105657,2023-08-16,completed,2915.76,2023-08
o301027,u111013,2023-07-08,completed,1610.65,2023-07
o301028,u112731,2023-07-11,completed,502.56,2023-07
o301029,u114510,2024-12-01,completed,1407.46,2024-12
o301030,u114306,2023-11-07,completed,62.69,2023-11
o301031,u108140,2023-10-12,completed,1076.36,2023-10
o301032,u116148,2023-06-26,completed,5307.35,2023-06
o301033,u107912,2024-10-26,completed,1875.37,2024-10
o301034,u118969,2023-07-12,completed,2189.25,2023-07
o301035,u112024,2023-03-21,completed,2110.75,2023-03
o301036,u118179,2024-12-30,shipped,258.74,2024-12
o301037,u110594,2024-08-17,completed,9200.92,2024-08
o301038,u113507,2024-10-25,completed,1588.17,2024-10
o301039,u118390,2024-12-20,completed,792.24,2024-12
o301040,u113377,2023-01-04,completed,928.43,2023-01
o301041,u117591,2024-12-02,completed,2221.88,2024-12
o301042,u113321,2024-10-21,pending,815.62,2024-10
o301043,u116486,2024-02-09,completed,1848.33,2024-02
o301044,u102756,2023-03-22,completed,2586.42,2023-03
o301045,u111795,2024-08-07,completed,990.91,2024-08
o301046,u112282,2024-01-15,cancelled,6375.55,2024-01
o301047,u103493,2023-02-23,completed,141.97,2023-02
o301048,u105219,2024-12-27,completed,324.24,2024-12
o301049,u112643,2023-03-09,completed,357.02,2023-03
o301050,u111919,2024-06-30,completed,5429.27,2024-06
o301051,u102111,2024-11-02,completed,1259.76,2024-11
o301052,u108060,2024-07-16,completed,2756.88,2024-07
o301053,u100092,2024-12-30,refunded,0.0,2024-12
o301054,u109273,2024-09-07,completed,36.12,2024-09
o301055,u101577,2024-08-27,completed,13.84,2024-08
o301056,u102496,2024-09-22,completed,5968.23,2024-09
o301057,u117918,2024-12-30,completed,544.73,2024-12
o301058,u108391,2024-02-03,cancelled,71.58,2024-02
o301059,u116054,2024-12-11,completed,84.18,2024-12
o301060,u114136,2023-05-01,completed,964.26,2023-05
o301061,u102811,2024-10-06,pending,172.74,2024-10
o301062,u102828,2024-08-21,completed,777.08,2024-08
o301063,u109256,2024-09-23,completed,673.67,2024-09
o301064,u106831,2024-05-18,completed,1371.43,2024-05
o301065,u116596,2024-10-28,completed,145.38,2024-10
o301066,u104469,2024-10-09,completed,4630.75,2024-10
o301067,u110859,2024-12-15,cancelled,1808.01,2024-12
o301068,u111609,2024-12-25,completed,3017.09,2024-12
o301069,u117168,2023-09-28,completed,1211.53,2023-09
o301070,u101432,2024-11-12,shipped,740.9,2024-11
o301071,u109559,2024-08-01,completed,3024.68,2024-08
o301072,u100100,2024-01-03,completed,4852.89,2024-01
o301073,u109893,2023-09-10,completed,11785.93,2023-09
o301074,u119128,2023-11-06,completed,207.42,2023-11
o301075,u109352,2024-04-15,completed,12103.33,2024-04
o301076,u104803,2024-06-19,completed,343.06,2024-06
o301077,u107161,2024-01-25,cancelled,8622.56,2024-01
o301078,u106015,2024-03-22,completed,5276.03,2024-03
o301079,u113740,2024-12-25,shipped,807.16,2024-12
o301080,u104104,2023-09-10,completed,2353.56,2023-09
o301081,u102881,2023-03-04,completed,3462.31,2023-03
o301082,u101392,2024-11-12,completed,1166.6,2024-11
o301083,u100708,2024-02-13,completed,608.46,2024-02
o301084,u108547,2023-11-23,completed,3152.52,2023-11
o301085,u112655,2024-12-28,completed,2220.33,2024-12
o301086,u117674,2024-03-14,completed,3056.52,2024-03
o301087,u110385,2024-04-28,pending,8771.38,2024-04
o301088,u104129,2024-09-10,completed,1541.85,2024-09
o301089,u112975,2024-04-06,completed,4813.49,2024-04
o301090,u104357,2024-12-08,shipped,3517.12,2024-12
o301091,u107192,2024-05-22,completed,1906.21,2024-05
o301092,u103067,2024-03-30,completed,4500.81,2024-03
o301093,u113080,2024-08-19,completed,8581.78,2024-08
o301094,u117145,2024-12-27,shipped,3702.32,2024-12
o301095,u118392,2024-07-25,completed,393.33,2024-07
o301096,u114738,2024-01-18,completed,625.5,2024-01
o301097,u102413,2024-02-18,completed,4553.09,2024-02
o301098,u105372,2023-09-17,completed,1883.32,2023-09
o301099,u104005,2024-09-20,cancelled,663.66,2024-09
o301100,u119933,2023-02-11,completed,959.76,2023-02
o301101,u104446,2024-10-20,shipped,138.03,2024-10
o301102,u111865,2024-12-23,shipped,599.51,2024-12
o301103,u100050,2024-10-03,completed,6256.83,2024-10
o301104,u116945,2024-12-12,completed,147.62,2024-12
o301105,u115339,2023-04-29,completed,9778.11,2023-04
o301106,u107612,2024-11-09,completed,1055.01,2024-11
o301107,u111870,2024-11-18,completed,12260.19,2024-11
o301108,u100674,2024-02-17,pending,7340.39,2024-02
o301109,u104419,2024-10-27,completed,1540.17,2024-10
o301110,u100263,2024-05-10,shipped,3438.89,2024-05
o301111,u101861,2024-11-03,completed,527.7,2024-11
o301112,u118511,2024-10-25,completed,1564.75,2024-10
o301113,u119504,2024-01-09,completed,2937.15,2024-01
o301114,u101613,2023-02-10,completed,7065.22,2023-02
o301115,u103973,2024-11-25,completed,4656.12,2024-11
o301116,u104412,2024-01-01,completed,1280.0,2024-01
o301117,u101873,2024-08-21,completed,993.19,2024-08
o301118,u115285,2024-09-19,shipped,14723.48,2024-09
o301119,u110719,2024-12-21,completed,2197.36,2024-12
o301120,u112843,2023-02-11,completed,1184.88,2023-02
o301121,u105535,2024-07-24,completed,941.7,2024-07
o301122,u118659,2024-09-24,completed,8464.21,2024-09
o301123,u106937,2024-09-11,completed,3660.31,2024-09
o301124,u114850,2024-11-18,completed,1100.25,2024-11
o301125,u112251,2023-03-28,completed,380.38,2023-03
o301126,u119065,2023-10-24,completed,2667.6,2023-10
o301127,u110333,2024-09-27,completed,6059.24,2024-09
o301128,u112006,2024-02-14,completed,732.18,2024-02
o301129,u113346,2023-11-26,completed,642.76,2023-11
o301130,u103097,2024-03-22,completed,348.37,2024-03
o301131,u110156,2024-12-17,completed,3556.92,2024-12
o301132,u116622,2023-10-05,completed,86.77,2023-10
o301133,u118548,2024-12-01,shipped,6972.19,2024-12
o301134,u104756,2024-03-07,completed,33824.38,2024-03
o301135,u111461,2024-10-12,completed,339.78,2024-10
o301136,u116113,2023-07-15,completed,4427.0,2023-07
o301137,u108018,2023-08-12,completed,2221.51,2023-08
o301138,u107561,2023-06-29,shipped,12485.79,2023-06
o301139,u113050,2024-12-13,shipped,237.84,2024-12
o301140,u115148,2024-10-26,completed,10158.17,2024-10
o301141,u104511,2024-12-20,completed,689.46,2024-12
o301142,u101268,2024-09-19,completed,10008.69,2024-09
o301143,u115539,2024-09-28,completed,902.74,2024-09
o301144,u104687,2024-07-21,completed,93.04,2024-07
o301145,u101960,2023-03-25,completed,1761.09,2023-03
o301146,u101665,2023-02-20,completed,1688.35,2023-02
o301147,u119459,2024-06-26,completed,783.68,2024-06
o301148,u104569,2024-06-28,completed,459.48,2024-06
o301149,u111529,2023-10-18,completed,594.26,2023-10
o301150,u108672,2024-08-29,completed,341.11,2024-08
o301151,u114543,2024-12-23,completed,8799.58,2024-12
o301152,u118022,2024-11-26,completed,1346.69,2024-11
o301153,u102196,2024-08-15,completed,1440.7,2024-08
o301154,u117196,2023-11-29,shipped,1369.18,2023-11
o301155,u117583,2023-11-04,completed,2101.57,2023-11
o301156,u104377,2024-12-10,completed,404.48,2024-12
o301157,u115537,2024-03-14,completed,911.56,2024-03
o301158,u119882,2024-09-13,completed,11953.12,2024-09
o301159,u102838,2024-12-21,completed,1081.35,2024-12
o301160,u112584,2024-03-14,completed,3211.3,2024-03
o301161,u117131,2024-10-27,cancelled,915.18,2024-10
o301162,u111149,2024-12-02,completed,5816.29,2024-12
o301163,u117776,2023-07-21,completed,1175.5,2023-07
o301164,u100404,2023-04-19,completed,529.6,2023-04
o301165,u105464,2024-12-08,completed,262.96,2024-12
o301166,u110818,2024-12-23,completed,8701.03,2024-12
o301167,u118702,2024-04-15,shipped,387.39,2024-04
o301168,u108205,2024-06-22,completed,1965.23,2024-06
o301169,u110978,2024-11-10,pending,2175.1,2024-11
o301170,u115344,2023-09-13,completed,3957.24,2023-09
o301171,u119856,2023-01-21,completed,4601.37,2023-01
o301172,u105072,2024-12-15,refunded,0.0,2024-12
o301173,u100901,2024-10-05,completed,4624.54,2024-10
o301174,u116932,2024-10-17,completed,1807.47,2024-10
o301175,u116283,2024-08-23,completed,178.39,2024-08
o301176,u105575,2024-08-12,completed,11694.98,2024-08
o301177,u115987,2024-12-30,shipped,5818.28,2024-12
o301178,u116450,2024-09-22,completed,27.81,2024-09
o301179,u110277,2023-07-09,pending,1235.59,2023-07
o301180,u103287,2023-12-05,completed,8628.42,2023-12
o301181,u107636,2023-12-15,completed,683.72,2023-12
o301182,u106210,2023-10-01,completed,3425.92,2023-10
o301183,u103410,2024-12-17,completed,4118.88,2024-12
o301184,u114631,2024-07-16,completed,547.86,2024-07
o301185,u102019,2024-06-15,completed,289.5,2024-06
o301186,u102452,2024-12-30,completed,70.84,2024-12
o301187,u117969,2023-02-27,completed,315.6,2023-02
o301188,u100521,2024-05-24,completed,1381.49,2024-05
o301189,u119741,2023-10-07,completed,95.51,2023-10
o301190,u104380,2024-05-05,completed,317.52,2024-05
o301191,u119458,2023-08-06,shipped,293.6,2023-08
o301192,u117643,2023-07-14,completed,56.62,2023-07
o301193,u108331,2023-12-05,pending,8306.21,2023-12
o301194,u117348,2023-06-21,completed,2073.11,2023-06
o301195,u102091,2024-12-29,completed,347.09,2024-12
o301196,u107756,2023-06-21,completed,1734.75,2023-06
o301197,u112089,2024-06-05,completed,5228.88,2024-06
o301198,u109799,2024-11-25,completed,666.8,2024-11
o301199,u119366,2024-12-13,completed,10737.27,2024-12
o301200,u104860,2024-12-29,completed,2129.74,2024-12
o301201,u103343,2024-08-09,completed,565.23,2024-08
o301202,u108435,2024-01-20,completed,10205.76,2024-01
o301203,u112899,2024-09-26,completed,3928.19,2024-09
o301204,u117471,2024-09-01,shipped,17830.77,2024-09
o301205,u119575,2024-08-30,completed,2264.29,2024-08
o301206,u113315,2024-03-03,completed,660.1,2024-03
o301207,u105748,2024-12-20,completed,740.01,2024-12
o301208,u106521,2024-08-08,completed,717.59,2024-08
o301209,u101349,2024-09-07,completed,2479.28,2024-09
o301210,u113774,2024-05-10,completed,1807.08,2024-05
o301211,u100452,2023-10-27,completed,536.61,2023-10
o301212,u110894,2023-10-18,completed,1310.41,2023-10
o301213,u111233,2024-09-22,completed,24.72,2024-09
o301214,u110783,2023-01-19,completed,5667.35,2023-01
o301215,u115349,2024-12-27,shipped,1861.58,2024-12
o301216,u116639,2024-05-12,completed,1038.63,2024-05
o301217,u107424,2024-12-16,completed,2869.31,2024-12
o301218,u104687,2024-05-09,completed,8750.13,2024-05
o301219,u119008,2023-06-10,completed,5149.84,2023-06
o301220,u102986,2023-05-27,completed,1965.98,2023-05
o301221,u115898,2023-01-03,completed,7542.86,2023-01
o301222,u110169,2023-12-28,completed,5174.92,2023-12
o301223,u113330,2024-05-09,cancelled,6838.28,2024-05
o301224,u111912,2023-02-04,completed,162.66,2023-02
o301225,u100925,2024-05-27,completed,96.3,2024-05
o301226,u104524,2023-06-27,completed,3508.28,2023-06
o301227,u115030,2024-07-29,completed,451.28,2024-07
o301228,u103984,2024-09-14,completed,45.0,2024-09
o301229,u115844,2024-07-07,completed,1939.88,2024-07
o301230,u106969,2024-07-14,shipped,1991.21,2024-07
o301231,u115387,2023-08-06,completed,6099.2,2023-08
o301232,u116481,2024-09-04,completed,5425.29,2024-09
o301233,u115233,2024-12-30,completed,534.57,2024-12
o301234,u101705,2024-12-30,completed,5124.83,2024-12
o301235,u103705,2024-02-25,completed,323.79,2024-02
o301236,u109046,2024-11-07,completed,1040.68,2024-11
o301237,u106117,2024-05-17,refunded,0.0,2024-05
o301238,u107115,2023-07-07,shipped,1255.84,2023-07
o301239,u114084,2024-11-11,completed,429.67,2024-11
o301240,u105665,2024-02-20,completed,764.84,2024-02
o301241,u103882,2024-11-19,shipped,1034.8,2024-11
o301242,u110528,2024-03-24,completed,6186.87,2024-03
o301243,u105600,2023-08-22,completed,1013.52,2023-08
o301244,u106749,2024-12-15,completed,2692.17,2024-12
o301245,u111284,2023-03-15,completed,122.7,2023-03
o301246,u117298,2024-03-12,completed,5326.3,2024-03
o301247,u112526,2024-10-13,completed,1025.77,2024-10
o301248,u103289,2024-12-21,completed,3553.15,2024-12
o301249,u107490,2023-08-05,completed,686.51,2023-08
o301250,u110506,2023-05-14,completed,4663.13,2023-05
o301251,u117816,2024-01-10,completed,1416.41,2024-01
o301252,u104798,2023-11-23,completed,429.4,2023-11
o301253,u111977,2024-10-23,pending,817.4,2024-10
o301254,u106010,2023-11-02,completed,3373.56,2023-11
o301255,u109531,2024-09-18,completed,3903.86,2024-09
o301256,u118944,2024-10-05,completed,1242.68,2024-10
o301257,u117274,2024-12-03,completed,194.51,2024-12
o301258,u114766,2024-09-07,shipped,322.46,2024-09
o301259,u108241,2024-12-26,completed,4270.44,2024-12
o301260,u114975,2024-10-22,completed,2274.65,2024-10
o301261,u112358,2023-11-08,completed,586.38,2023-11
o301262,u111488,2024-12-28,completed,3121.58,2024-12
o301263,u105102,2023-09-09,completed,1742.58,2023-09
o301264,u105231,2023-09-04,completed,4747.04,2023-09
o301265,u114169,2024-11-12,completed,23.24,2024-11
o301266,u101169,2024-07-15,completed,3023.26,2024-07
o301267,u101643,2023-08-03,completed,4362.72,2023-08
o301268,u100072,2023-06-06,completed,1317.83,2023-06
o301269,u115963,2023-08-15,completed,227.37,2023-08
o301270,u103030,2024-12-27,refunded,0.0,2024-12
o301271,u105318,2024-08-28,completed,15259.19,2024-08
o301272,u115791,2024-11-07,completed,7607.46,2024-11
o301273,u101049,2023-06-24,completed,5703.05,2023-06
o301274,u110708,2024-03-24,completed,299.43,2024-03
o301275,u112383,2024-08-09,completed,6623.63,2024-08
o301276,u111548,2024-07-08,shipped,563.72,2024-07
o301277,u116994,2024-03-18,completed,2519.72,2024-03
o301278,u111063,2023-05-14,completed,283.74,2023-05
o301279,u108942,2024-10-18,completed,366.13,2024-10
o301280,u113565,2024-09-03,completed,1755.5,2024-09
o301281,u116330,2024-04-29,completed,58.34,2024-04
o301282,u113409,2024-12-27,completed,5194.92,2024-12
o301283,u115596,2024-11-17,completed,536.91,2024-11
o301284,u106317,2024-03-11,pending,373.53,2024-03
o301285,u100652,2023-03-17,completed,125.88,2023-03
o301286,u118131,2024-12-01,completed,9468.95,2024-12
o301287,u117694,2024-05-16,completed,563.45,2024-05
o301288,u101961,2024-06-10,completed,574.73,2024-06
o301289,u104981,2024-08-28,completed,1067.38,2024-08
o301290,u104954,2024-10-07,completed,300.1,2024-10
o301291,u118906,2024-09-10,completed,568.96,2024-09
o301292,u114169,2023-12-19,completed,1831.56,2023-12
o301293,u106798,2023-08-25,completed,7250.02,2023-08
o301294,u100831,2023-02-10,completed,1447.65,2023-02
o301295,u119110,2023-01-19,completed,1224.2,2023-01
o301296,u118295,2024-12-21,completed,904.21,2024-12
o301297,u108832,2024-12-30,completed,124.08,2024-12
o301298,u103016,2024-03-04,completed,10382.15,2024-03
o301299,u102635,2023-10-05,completed,2942.14,2023-10
o301300,u112808,2024-04-11,completed,3737.08,2024-04
o301301,u114019,2023-05-23,completed,116.97,2023-05
o301302,u106960,2024-09-21,completed,699.06,2024-09
o301303,u108703,2023-10-19,completed,7879.03,2023-10
o301304,u116882,2024-01-25,completed,3467.22,2024-01
o301305,u110145,2024-12-15,shipped,3300.72,2024-12
o301306,u100169,2024-08-17,completed,217.34,2024-08
o301307,u114239,2023-07-03,completed,1312.71,2023-07
o301308,u107078,2023-05-13,completed,6538.42,2023-05
o301309,u109963,2024-10-04,completed,16195.9,2024-10
o301310,u118792,2023-08-07,completed,639.38,2023-08
o301311,u103498,2023-09-17,completed,2780.19,2023-09
o301312,u107404,2024-09-06,refunded,0.0,2024-09
o301313,u100010,2024-12-25,completed,508.15,2024-12
o301314,u117415,2024-07-30,completed,100.96,2024-07
o301315,u107202,2024-06-07,completed,559.24,2024-06
o301316,u110980,2024-12-16,refunded,0.0,2024-12
o301317,u106032,2024-01-01,completed,7814.61,2024-01
o301318,u114741,2023-02-19,completed,2785.23,2023-02
o301319,u111521,2024-08-10,completed,2000.11,2024-08
o301320,u117913,2023-06-29,cancelled,2114.85,2023-06
o301321,u117623,2023-03-27,cancelled,183.15,2023-03
o301322,u113029,2023-05-15,completed,4573.05,2023-05
o301323,u107513,2023-06-02,completed,444.68,2023-06
o301324,u103522,2024-10-05,completed,9631.32,2024-10
o301325,u112086,2024-08-25,completed,698.76,2024-08
o301326,u110153,2024-01-28,completed,5460.79,2024-01
o301327,u101867,2023-11-08,completed,5541.03,2023-11
o301328,u117680,2023-01-02,completed,4796.39,2023-01
o301329,u100544,2023-08-02,completed,4862.33,2023-08
o301330,u115782,2024-08-21,cancelled,1535.31,2024-08
o301331,u117386,2024-08-09,completed,54.0,2024-08
o301332,u116495,2024-11-10,completed,1214.08,2024-11
o301333,u102416,2023-02-17,completed,62.58,2023-02
o301334,u101887,2024-11-30,completed,547.09,2024-11
o301335,u102477,2024-08-25,completed,2664.74,2024-08
o301336,u104959,2023-12-11,completed,9842.3,2023-12
o301337,u106795,2024-05-12,completed,1910.39,2024-05
o301338,u109845,2024-12-01,completed,1982.06,2024-12
o301339,u102037,2024-06-20,completed,2029.62,2024-06
o301340,u100741,2024-10-29,completed,4535.72,2024-10
o301341,u119238,2024-04-18,completed,545.95,2024-04
o301342,u107226,2024-08-02,completed,606.58,2024-08
o301343,u106904,2024-12-10,completed,155.91,2024-12
o301344,u114088,2024-06-29,completed,205.1,2024-06
o301345,u105068,2024-08-13,completed,541.08,2024-08
o301346,u109703,2024-05-01,completed,250.48,2024-05
o301347,u116844,2023-09-09,completed,1085.04,2023-09
o301348,u111620,2024-12-30,completed,340.28,2024-12
o301349,u100109,2023-01-30,completed,495.75,2023-01
o301350,u108176,2023-06-20,shipped,240.74,2023-06
o301351,u112105,2024-10-31,shipped,436.6,2024-10
o301352,u112109,2024-11-11,completed,232.9,2024-11
o301353,u105834,2023-07-30,completed,528.22,2023-07
o301354,u110550,2024-09-24,shipped,1057.1,2024-09
o301355,u105926,2024-12-21,shipped,1756.94,2024-12
o301356,u106246,2024-12-01,shipped,1346.57,2024-12
o301357,u115818,2023-01-07,completed,811.86,2023-01
o301358,u109754,2023-02-27,completed,90.0,2023-02
o301359,u114888,2024-06-06,completed,7666.35,2024-06
o301360,u114272,2024-02-28,completed,2297.8,2024-02
o301361,u111835,2023-05-10,shipped,1138.74,2023-05
o301362,u101613,2023-09-12,cancelled,2840.39,2023-09
o301363,u115332,2024-12-28,completed,2035.06,2024-12
o301364,u101457,2024-03-14,completed,3655.05,2024-03
o301365,u114905,2023-10-15,completed,773.28,2023-10
o301366,u102953,2023-08-06,completed,6378.62,2023-08
o301367,u118290,2024-08-30,completed,865.23,2024-08
o301368,u113834,2024-06-04,completed,79.1,2024-06
o301369,u116497,2024-02-18,completed,9573.28,2024-02
o301370,u106862,2024-03-14,pending,557.22,2024-03
o301371,u106947,2023-09-23,completed,808.79,2023-09
o301372,u106336,2024-11-14,cancelled,567.48,2024-11
o301373,u117273,2024-11-14,completed,2818.4,2024-11
o301374,u112189,2023-02-16,completed,1474.98,2023-02
o301375,u101751,2023-10-08,completed,2075.19,2023-10
o301376,u107776,2023-03-28,pending,10601.0,2023-03
o301377,u117657,2023-05-03,completed,3477.18,2023-05
o301378,u101032,2024-12-29,completed,13735.95,2024-12
o301379,u114332,2024-05-28,completed,259.14,2024-05
o301380,u115022,2023-09-20,completed,2444.61,2023-09
o301381,u118921,2024-12-30,completed,1607.22,2024-12
o301382,u103033,2024-06-13,completed,951.44,2024-06
o301383,u109155,2024-10-19,completed,281.97,2024-10
o301384,u115450,2024-12-29,completed,479.46,2024-12
o301385,u108398,2024-12-27,completed,220.3,2024-12
o301386,u115288,2024-12-30,completed,2395.36,2024-12
o301387,u110699,2024-12-12,completed,339.63,2024-12
o301388,u101136,2024-10-26,refunded,0.0,2024-10
o301389,u117833,2023-10-01,completed,170.56,2023-10
o301390,u107947,2023-08-31,completed,425.22,2023-08
o301391,u108969,2024-02-29,completed,913.9,2024-02
o301392,u111700,2024-12-23,completed,339.25,2024-12
o301393,u100880,2023-11-13,completed,2155.06,2023-11
o301394,u115930,2023-10-02,completed,6634.77,2023-10
o301395,u117814,2024-08-21,completed,2227.77,2024-08
o301396,u107814,2023-10-26,completed,348.42,2023-10
o301397,u100194,2024-08-23,completed,1911.46,2024-08
o301398,u107606,2024-10-03,shipped,1882.73,2024-10
o301399,u119509,2024-03-01,completed,52.42,2024-03
o301400,u117758,2024-05-27,completed,919.75,2024-05
o301401,u106021,2024-06-06,completed,57.0,2024-06
o301402,u109183,2023-06-15,completed,1190.22,2023-06
o301403,u111078,2023-06-04,completed,1001.58,2023-06
o301404,u110783,2023-07-20,completed,247.95,2023-07
o301405,u112568,2024-11-17,completed,104.0,2024-11
o301406,u119572,2024-11-21,completed,372.88,2024-11
o301407,u108945,2024-05-07,completed,1841.43,2024-05
o301408,u115743,2023-02-08,completed,2395.68,2023-02
o301409,u117269,2023-01-20,completed,123.2,2023-01
o301410,u105054,2024-12-29,shipped,159.36,2024-12
o301411,u118022,2023-10-23,completed,5980.63,2023-10
o301412,u114500,2023-08-13,completed,860.87,2023-08
o301413,u113779,2023-04-29,shipped,591.7,2023-04
o301414,u108659,2024-10-26,completed,100.76,2024-10
o301415,u106959,2024-11-06,completed,487.13,2024-11
o301416,u109606,2024-12-29,shipped,745.48,2024-12
o301417,u113065,2024-12-12,completed,2345.95,2024-12
o301418,u109945,2023-02-05,completed,300.1,2023-02
o301419,u115176,2024-12-05,shipped,2261.62,2024-12
o301420,u116387,2024-12-30,completed,7520.06,2024-12
o301421,u116918,2024-07-19,completed,1260.64,2024-07
o301422,u117501,2023-08-08,completed,71.12,2023-08
o301423,u107540,2023-10-27,completed,2926.23,2023-10
o301424,u107746,2024-12-11,completed,8489.92,2024-12
o301425,u106882,2024-12-30,completed,4411.86,2024-12
o301426,u102693,2024-12-29,completed,1184.74,2024-12
o301427,u113477,2024-06-28,completed,2310.85,2024-06
o301428,u103347,2024-09-14,completed,84.12,2024-09
o301429,u110984,2024-10-12,completed,233.2,2024-10
o301430,u107544,2024-05-03,cancelled,5919.24,2024-05
o301431,u102700,2024-12-28,completed,283.59,2024-12
o301432,u109082,2024-12-07,completed,1633.43,2024-12
o301433,u119676,2023-07-03,completed,2758.02,2023-07
o301434,u112132,2023-06-30,completed,14584.19,2023-06
o301435,u113116,2024-08-12,completed,20077.47,2024-08
o301436,u110195,2024-07-26,completed,293.51,2024-07
o301437,u102849,2023-01-28,completed,2299.93,2023-01
o301438,u100652,2024-05-28,completed,1881.47,2024-05
o301439,u104157,2024-12-29,completed,2758.01,2024-12
o301440,u103185,2024-05-20,pending,460.4,2024-05
o301441,u112994,2024-10-13,completed,678.09,2024-10
o301442,u119108,2024-10-28,shipped,1437.01,2024-10
o301443,u109278,2023-02-13,completed,5216.32,2023-02
o301444,u101135,2023-12-17,completed,1827.82,2023-12
o301445,u104243,2024-12-28,completed,364.32,2024-12
o301446,u111324,2024-07-08,completed,110.38,2024-07
o301447,u111831,2024-12-30,shipped,255.39,2024-12
o301448,u104777,2024-12-22,completed,5216.98,2024-12
o301449,u103862,2023-12-19,completed,1307.42,2023-12
o301450,u106077,2023-12-04,completed,177.16,2023-12
o301451,u109351,2024-03-02,completed,2244.96,2024-03
o301452,u102358,2024-07-08,completed,3338.5,2024-07
o301453,u102935,2024-12-23,completed,1967.28,2024-12
o301454,u107701,2024-07-02,completed,268.13,2024-07
o301455,u100149,2024-11-26,completed,1552.98,2024-11
o301456,u101433,2024-08-23,completed,340.07,2024-08
o301457,u113375,2023-10-24,completed,3768.87,2023-10
o301458,u104241,2024-04-30,completed,3835.43,2024-04
o301459,u101333,2024-04-23,completed,267.44,2024-04
o301460,u114193,2024-12-30,completed,1371.78,2024-12
o301461,u113194,2024-08-05,completed,1299.85,2024-08
o301462,u104769,2023-04-17,completed,364.29,2023-04
o301463,u115569,2024-08-20,completed,422.24,2024-08
o301464,u113010,2024-08-15,completed,760.0,2024-08
o301465,u108609,2024-06-16,pending,7609.1,2024-06
o301466,u105581,2024-01-29,completed,80.8,2024-01
o301467,u114171,2023-11-14,completed,191.33,2023-11
o301468,u106327,2023-09-27,refunded,0.0,2023-09
o301469,u110133,2023-05-08,completed,3795.77,2023-05
o301470,u100287,2024-03-23,cancelled,8571.21,2024-03
o301471,u110360,2024-11-03,completed,107.37,2024-11
o301472,u105196,2024-08-24,completed,3833.28,2024-08
o301473,u114745,2023-01-22,completed,4563.06,2023-01
o301474,u119106,2024-12-10,completed,130.04,2024-12
o301475,u118038,2024-04-12,cancelled,429.54,2024-04
o301476,u113782,2024-10-27,completed,287.32,2024-10
o301477,u105113,2024-11-20,completed,3562.84,2024-11
o301478,u104746,2024-06-13,completed,16970.38,2024-06
o301479,u111775,2024-11-29,pending,736.05,2024-11
o301480,u119127,2024-09-10,completed,2750.62,2024-09
o301481,u106902,2024-11-30,completed,169.17,2024-11
o301482,u106506,2024-10-18,completed,4927.4,2024-10
o301483,u107283,2023-08-08,completed,3417.09,2023-08
o301484,u113652,2023-11-06,completed,79.58,2023-11
o301485,u107499,2024-05-03,completed,129.5,2024-05
o301486,u106084,2024-03-24,completed,461.52,2024-03
o301487,u106969,2024-01-19,completed,5943.06,2024-01
o301488,u106057,2024-06-03,completed,8651.32,2024-06
o301489,u102561,2024-07-16,completed,4988.89,2024-07
o301490,u114704,2024-12-25,completed,338.3,2024-12
o301491,u104177,2024-01-08,completed,2292.21,2024-01
o301492,u116990,2023-03-20,completed,66.76,2023-03
o301493,u112931,2024-01-21,completed,1086.84,2024-01
o301494,u107116,2024-11-02,refunded,0.0,2024-11
o301495,u109367,2024-03-26,cancelled,409.62,2024-03
o301496,u105879,2023-09-13,completed,1175.62,2023-09
o301497,u119574,2024-04-01,cancelled,7027.38,2024-04
o301498,u104917,2024-11-03,completed,5741.7,2024-11
o301499,u108111,2023-05-11,completed,3229.12,2023-05
o301500,u107854,2024-10-24,refunded,0.0,2024-10
o301501,u105464,2023-07-04,cancelled,4346.5,2023-07
o301502,u102176,2024-12-30,completed,7055.51,2024-12
o301503,u119141,2024-05-19,completed,2455.52,2024-05
o301504,u106318,2024-04-04,completed,1349.11,2024-04
o301505,u114012,2024-08-27,completed,580.16,2024-08
o301506,u110509,2023-07-15,completed,437.08,2023-07
o301507,u119240,2024-02-09,completed,248.27,2024-02
o301508,u100872,2024-08-19,completed,7254.84,2024-08
o301509,u114072,2023-04-08,cancelled,703.32,2023-04
o301510,u117611,2023-11-23,completed,468.42,2023-11
o301511,u114072,2024-06-29,completed,2119.59,2024-06
o301512,u104736,2024-10-14,completed,38.85,2024-10
o301513,u114934,2024-01-20,shipped,1563.39,2024-01
